@relation 'dataset_hw_3'

@attribute condition {'1-Control', '2-Buttony-Conversion-Buttons'}
@attribute user_id String
@attribute geo_country String
@attribute device_type {'Computer', 'Tablet', 'Mobile'}
@attribute refr_source String
@attribute view_depth numeric
@attribute view_height numeric
@attribute browser_language String
@attribute click_count numeric
@attribute view_count numeric
@attribute pageview_count numeric
@attribute pageping_count numeric
@attribute session_count numeric

@data
1-Control,d87e8135-5cc4-4469-88c7-e34061c6c5d5,EG,Mobile,Google,360,567,en,0,0,34,63,2
1-Control,d8850cd9-7bff-4134-891d-028554f1db57,GB,Tablet,,1280,727,en,0,0,6,53,3
1-Control,d8855ef5-4c6a-4b4c-b5be-73073a274c42,IN,Mobile,Google,342,570,en,0,0,4,27,1
2-Buttony-Conversion-Buttons,d892c2ce-3941-494a-9177-aef7aa6c5f97,BH,Mobile,,360,576,en,0,0,3,1,1
1-Control,d89b8006-25d9-4353-8d21-0ad300ad6878,BR,Mobile,Google,360,568,en,0,0,1,1,1
1-Control,d8ad8c44-b680-4dc7-8c9c-3b2b4448313e,JP,Mobile,Google,320,529,en,0,0,4,6,2
1-Control,d8afdce0-5089-4fb0-8b61-8d7a9d15d992,US,Mobile,,360,616,en,0,0,1,6,1
2-Buttony-Conversion-Buttons,d8b8482e-97c2-419a-9b28-42447d0842d0,NG,Mobile,,320,457,en,0,0,4,15,1
1-Control,d8be399e-c282-473c-8cbc-efee86c1b5c0,IN,Mobile,Google,360,616,en,0,0,21,25,1
2-Buttony-Conversion-Buttons,d8c0d147-c73b-4b92-a632-98ef0b2df651,EG,Mobile,,360,615,en,0,0,6,6,1
2-Buttony-Conversion-Buttons,d8c5bfb4-4afb-45d3-bf91-fa4539125f2d,TR,Mobile,,360,616,tr,0,0,1,6,1
2-Buttony-Conversion-Buttons,d8cb0314-a61f-45b1-af1a-9e20a798a9d0,GH,Mobile,Google,343,5038,en,0,0,5,1,1
1-Control,d8d09892-e25c-416e-afa5-1ba80e91bc0f,LR,Mobile,,343,6427,en,0,0,13,3,1
2-Buttony-Conversion-Buttons,d8dd5e63-0eb7-4bf5-a04d-c5720d5aae1b,NG,Mobile,Google,500,723,en,0,0,0,0,1
1-Control,d8e83e59-6283-437e-8e33-777bf38bf6e3,IN,Mobile,,360,512,en,0,0,0,0,1
1-Control,d8ee832b-2bbd-446a-a7da-8c2c96b41018,KE,Mobile,Google,343,496,ca,0,0,0,0,1
2-Buttony-Conversion-Buttons,d8ef79f9-21df-44d7-bb66-ca6334d7fa9a,UG,Mobile,Google,320,5818,en,0,0,3,1,1
1-Control,d8f5a2c6-aeff-4412-8e1a-520d846fdd29,IT,Mobile,Google,320,488,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,d906d957-e5bf-47a9-bd32-17deeb8bebb0,DE,Mobile,Google,375,628,en,0,0,1,6,1
2-Buttony-Conversion-Buttons,d9138a35-9c85-455c-ac2e-6efe539c9551,AE,Mobile,,375,559,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,d91e3efa-8d39-4f23-84e6-2845d2939451,ZW,Mobile,Google,338,492,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,d92f6588-4aba-41f0-b073-8147239f8a7a,GB,Mobile,,375,628,en,0,0,3,4,1
2-Buttony-Conversion-Buttons,d93945b4-b756-4709-9ef5-1e4f59edaf9c,US,Mobile,Google,375,628,en,0,0,5,5,1
2-Buttony-Conversion-Buttons,d93957b3-99e8-4040-9688-689a2d10b744,NG,Mobile,Google,598,511,en,0,0,0,0,1
1-Control,d94248a2-0448-46b3-a46e-6707e07342ad,IN,Mobile,Google,360,615,en,0,0,1,3,1
2-Buttony-Conversion-Buttons,d9455d29-efc6-4a17-ba18-8f5c0b82f190,SG,Mobile,,375,647,en,0,0,14,42,1
2-Buttony-Conversion-Buttons,d9476774-fded-4058-9848-5450d2c6624b,GH,Mobile,,320,485,en,0,0,3,42,1
2-Buttony-Conversion-Buttons,d94aea3e-1b71-4d6e-b493-46d74f8dc85a,NG,Mobile,Google,320,456,en,0,0,13,13,2
2-Buttony-Conversion-Buttons,d94c2e51-1f77-4b63-86d4-1d7fa32a7972,AZ,Mobile,,360,615,ru,0,0,2,12,1
1-Control,d951cbe3-be5f-4ee8-9479-c28ca137c624,UG,Mobile,Google,320,481,en,0,0,7,9,1
1-Control,d9589166-b847-49cf-af1a-2d5f060c5802,SG,Mobile,,360,616,en,0,0,7,26,2
1-Control,d95cdb83-a897-49d9-874c-a72625b09670,TH,Mobile,Google,375,628,en,0,0,10,26,1
2-Buttony-Conversion-Buttons,d963c7d3-7aa9-455b-957b-0335eb2f30d6,VE,Tablet,,1280,623,es,0,0,16,67,1
2-Buttony-Conversion-Buttons,d9656fce-73be-4014-998a-a4c85156959e,US,Mobile,Bing,570,527,en,0,0,5,60,2
1-Control,d96c2a5b-1328-4ba3-9962-13b618af45de,TR,Mobile,Google,360,559,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,d979ee9f-4feb-4efd-9c3a-b7d7b76a4944,GH,Mobile,Google,360,567,en,0,0,2,6,1
1-Control,d97a0ae7-c3f9-49ca-bedd-5122ef99e6df,AZ,Mobile,Google,360,615,en,0,0,1,4,1
1-Control,d97bb219-8c5e-48de-ae18-4a3e51c72df0,GB,Tablet,Google,1024,743,en,0,0,7,5,2
2-Buttony-Conversion-Buttons,d982024d-d9bb-4eae-ba29-2d69a9f2b7a0,FR,Mobile,Google,360,615,en,0,0,4,8,1
2-Buttony-Conversion-Buttons,d987d2d3-82b5-46ed-8711-75feb52cd3a2,IN,Mobile,,360,567,en,0,0,3,6,1
1-Control,d9895441-c410-44a7-b89c-c947a3d57ffc,ZA,Mobile,Google,247,257,en,0,0,0,0,1
1-Control,d98e103c-06e6-4ed5-b098-2d56f37fdec5,ET,Mobile,,300,392,en,0,0,0,0,1
1-Control,d991e755-846f-4ac3-9046-3d673b0e5e62,AM,Mobile,,320,508,en,0,0,1,1,1
1-Control,d9a19e2b-c7b0-4992-bcd0-349d3164252f,TZ,Mobile,,360,616,en,0,0,6,11,1
2-Buttony-Conversion-Buttons,d9b3e064-3e6d-42c5-89ce-488d34db8902,ID,Tablet,Google,600,888,en,0,0,1,2,1
2-Buttony-Conversion-Buttons,d9b7002a-a1b1-4765-89ae-29bd52a4c0f9,DE,Mobile,Google,320,460,en,0,0,1,1,2
2-Buttony-Conversion-Buttons,d9bc9b29-eadf-4fed-9edc-6a760867555d,MY,Mobile,Google,320,488,en,0,0,1,1,1
2-Buttony-Conversion-Buttons,d9bee9d4-7072-4f2a-8fd3-6024b7b0268b,UY,Mobile,Google,320,529,en,0,0,4,4,1
1-Control,d9c05dfa-726b-4e33-93f2-f4e25d29a4b3,MM,Mobile,,360,524,en,0,0,1,3,1
2-Buttony-Conversion-Buttons,d9c16e28-f5be-44f5-a63c-e42b12aee10c,CN,Mobile,,414,696,zh,0,0,4,29,3
2-Buttony-Conversion-Buttons,d9c741b7-0fd2-4b38-bffa-d2b91ec0ff97,US,Mobile,Google,375,559,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,d9d593f2-d851-461d-bd10-15f68c767f14,IT,Mobile,Google,360,615,en,0,0,13,13,1
2-Buttony-Conversion-Buttons,d9db6db7-bf57-46d1-994f-82bedea5ad26,AU,Mobile,Google,320,508,sr,0,0,4,5,1
2-Buttony-Conversion-Buttons,d9ed7ef9-e32c-4a69-9b00-775e30f85805,FI,Mobile,Google,360,616,fi,0,0,6,9,1
1-Control,d9edfea1-b0f8-44d7-bd62-3c52df3b2d65,NG,Mobile,,320,508,en,0,0,8,33,1
1-Control,d9f2e9be-45fa-48e3-9dc8-2f4c7f4e3780,AZ,Mobile,,360,615,en,0,0,9,11,1
1-Control,d9f34dbc-fc9f-4a0e-84d7-23ae12e15ed8,IN,Mobile,Google,375,645,en,0,0,1,3,1
1-Control,d9f3a167-2d63-4137-a178-1b1943c790b1,CA,Mobile,Google,375,628,en,0,0,3,1,1
2-Buttony-Conversion-Buttons,d9f6761a-b759-482c-9231-f4bdab1bc8ec,NG,Mobile,Google,360,567,en,0,0,2,22,1
1-Control,d9fd94d0-f32b-491d-b2f0-99e3b0e4f89b,GH,Mobile,,360,567,en,0,0,27,51,1
2-Buttony-Conversion-Buttons,da012911-3052-4ce3-8978-f31c057cd228,IN,Mobile,Google,360,616,en,0,0,5,5,1
1-Control,da01f1d4-1af4-407d-9236-85bcdadbdea0,ET,Mobile,,480,593,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,da043a7e-a08b-47ab-a9d7-fe21e16baaf6,UA,Mobile,,320,529,ru,0,0,5,7,1
2-Buttony-Conversion-Buttons,da1c9d2f-d6cc-43b1-8859-c940c952c0e9,PH,Mobile,Google,360,519,en,0,0,25,47,5
1-Control,da2c5ebb-6a3c-460d-b54d-348fbfb58fb4,US,Mobile,Google,375,559,en,0,0,0,0,1
1-Control,da31f9f5-60b7-4485-9825-4768b66ec720,SA,Mobile,Google,360,579,en,0,0,59,95,1
2-Buttony-Conversion-Buttons,da359cd6-c6f6-4656-860f-13d46f0fefbf,AZ,Mobile,Google,375,628,en,0,0,5,5,1
2-Buttony-Conversion-Buttons,da36f520-872f-4fb6-93b5-81710bc59a69,US,Mobile,Google,375,628,en,0,0,6,37,1
2-Buttony-Conversion-Buttons,da419f47-fba5-45c0-a11d-490a140199f8,GH,Mobile,Google,300,405,en,0,0,0,0,1
1-Control,da58edc9-86ae-4592-b1af-1afa720492da,MM,Mobile,,360,615,en,0,0,3,15,1
1-Control,da6bfe4e-b1cd-43df-8750-1cf2f576e7ec,NG,Mobile,,360,615,en,0,0,1,2,1
1-Control,da705301-cc48-492e-a8eb-84ace9330b68,IN,Mobile,,338,448,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,da783033-e9ae-4849-8d69-d6d8629928d4,GB,Mobile,Google,320,529,en,0,0,1,2,1
2-Buttony-Conversion-Buttons,da795120-9d58-4553-97f1-5caeaf46c472,AZ,Mobile,Google,360,567,en,0,0,2,3,1
1-Control,da7b8b16-bcfa-4dae-aecd-121686146aff,PK,Mobile,Google,360,567,en,0,0,2,10,1
2-Buttony-Conversion-Buttons,da7d74ee-6a18-4f3c-a9a7-dee742abec57,GB,Mobile,Google,320,460,en,0,0,0,0,1
1-Control,da81111b-a17e-41ed-88cc-920d4dad1a49,NG,Mobile,Google,414,696,en,0,0,4,8,1
1-Control,da81f4c6-653a-4f25-a728-ba0a610e2fdf,HU,Mobile,Google,360,566,hu,0,0,24,92,2
2-Buttony-Conversion-Buttons,da861428-20c2-474b-a579-c3e0c15d0c20,MM,Mobile,Google,412,708,en,0,0,1,2,1
1-Control,da877029-3202-4b3b-8e20-8bf1c4ff8ff5,GB,Mobile,,412,660,en,0,0,11,19,1
2-Buttony-Conversion-Buttons,da8d5bbc-0dc8-4553-91fe-b684713bdf1e,IN,Mobile,Google,360,616,en,0,0,5,4,1
1-Control,da9b03fe-e845-408e-92e1-280c5ec8710f,NG,Mobile,Google,360,640,en,0,0,37,31,1
1-Control,daa49f35-7704-48c8-8c55-d590cf6a757f,BR,Tablet,,800,1255,en,0,0,3,10,3
1-Control,daa64a15-c2ef-447f-96ac-dcafdb910755,TN,Mobile,Google,414,696,en,0,0,16,45,1
1-Control,daaeb83a-8c38-4a18-a750-8770865135a8,CN,Mobile,,375,627,C,0,0,0,0,1
1-Control,daaf8d00-45a3-469a-8bde-d77a09c8c612,TZ,Mobile,,360,615,en,0,0,1,4,1
1-Control,dab67daf-52c7-4f2a-981e-37f62d2efb66,NG,Mobile,Google,500,704,en,0,0,1,1,1
1-Control,daca3bc0-139a-4042-965a-cc878679cbbe,MY,Mobile,Google,360,620,en,0,0,5,12,1
2-Buttony-Conversion-Buttons,daccbe60-c8c8-43ee-a13d-d4442fa6d008,DE,Mobile,,360,544,de,0,0,4,12,1
2-Buttony-Conversion-Buttons,dacdc338-37d3-4549-b60f-6195b5a14efe,ET,Mobile,,343,501,en,0,0,0,0,1
1-Control,dacf0274-08bb-4128-806b-ca3fbe2b8ee8,IN,Mobile,Google,300,392,en,0,0,0,0,2
2-Buttony-Conversion-Buttons,dad0bfe2-91ef-46fb-ab19-9d6f999780e2,KE,Mobile,,300,372,en,0,0,0,0,1
1-Control,dad7f3cd-8f7f-4dfe-9da5-e22369b89745,EG,Mobile,Google,375,628,en,0,0,8,43,1
2-Buttony-Conversion-Buttons,dae80a79-a3e2-48fa-9987-3f21b52cdbc7,AT,Mobile,Google,375,647,ar,0,0,3,16,1
1-Control,daf645b5-929e-4db6-836d-1b2368b1b8a0,CH,Mobile,Google,360,616,en,0,0,3,5,1
1-Control,dafdbd5d-db37-413b-9eac-575a3bb6ca82,IN,Mobile,Google,427,648,en,0,0,12,4,1
2-Buttony-Conversion-Buttons,db04354e-0653-45f3-8f73-b710f5133b7e,PK,Mobile,Google,360,519,en,0,0,2,6,1
2-Buttony-Conversion-Buttons,db048f28-016f-4760-a2c4-6f38bb0c79e7,SA,Mobile,Google,412,708,en,0,0,3,2,1
1-Control,db07be0d-0a20-4331-9264-ff656ae31af7,NP,Mobile,Google,229,284,en,0,0,0,0,1
1-Control,db08a47d-a345-44c4-b45d-8811a30d9b32,JM,Mobile,Google,360,615,en,0,0,1,1,1
1-Control,db0b2f76-dc37-4717-b5d5-a6545e414255,NG,Mobile,Google,370,499,en,0,0,0,0,1
1-Control,db1614eb-2557-486f-827f-ee26448f56ec,IN,Mobile,Google,360,616,en,0,0,9,8,1
2-Buttony-Conversion-Buttons,db1e5b13-e9b2-41d1-afe6-882d90e50722,QA,Mobile,Google,375,559,en,0,0,0,0,1
1-Control,db1f5a7a-5ca6-4f8f-9107-56dd0c092282,PH,Tablet,,600,887,en,0,0,13,9,1
2-Buttony-Conversion-Buttons,db220bdb-b971-4f35-931d-2c34d39239e8,RU,Tablet,Google,600,951,ru,0,0,2,6,1
2-Buttony-Conversion-Buttons,db22f22d-c1c9-4cd2-bcef-c17c8205e720,NG,Mobile,Google,480,489,en,0,0,4,21,1
2-Buttony-Conversion-Buttons,db32d30c-315a-4fd3-95e9-0982c6832231,GR,Mobile,Google,320,529,en,0,0,16,39,2
2-Buttony-Conversion-Buttons,db32d55f-f8a3-46f9-af8a-76c34190effb,GR,Mobile,Google,360,616,el,0,0,9,5,1
2-Buttony-Conversion-Buttons,db346e6d-3ee1-4b4f-be13-4ebb5630d01c,GH,Mobile,,461,5390,en,0,0,11,1,1
2-Buttony-Conversion-Buttons,db3954ea-e62a-4cad-aaa0-807ba531e82f,US,Mobile,Google,412,604,en,0,0,0,0,1
1-Control,db40ebfb-173f-43e7-9062-facc174a7e7b,ET,Mobile,Google,300,392,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,db46139c-6efa-4d3a-91a6-29356dc87f6a,NA,Mobile,Google,343,501,en,0,0,0,0,1
1-Control,db4f2d45-efbb-486d-bcbd-9554540b621e,IN,Mobile,,343,501,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,db505970-6d98-443d-aad1-a6b179c45627,ET,Mobile,,229,240,en,0,0,0,0,1
1-Control,db60ea42-b7ab-46d3-a7f2-edf65e0e1e8c,NL,Mobile,Google,360,615,en,0,0,5,21,1
1-Control,db68d0fa-25fa-487d-95b0-d2a335151047,IN,Mobile,Google,320,5466,en,0,0,4,1,1
2-Buttony-Conversion-Buttons,db6a7403-4673-4f40-a8cd-9b6b6dd61259,RO,Mobile,Google,375,628,en,0,0,4,44,1
2-Buttony-Conversion-Buttons,db78ec8f-58dc-4dbd-97a1-906ea82d8abb,GB,Mobile,Google,640,618,en,0,0,14,66,5
2-Buttony-Conversion-Buttons,db821ba6-2f2b-4675-8b40-45a188e86d50,NG,Mobile,Google,320,6411,en,0,0,30,6,1
2-Buttony-Conversion-Buttons,db877295-2893-49fc-8d5e-f9d2e9460d78,KE,Mobile,Google,300,405,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,db88ed93-0f2f-4a78-abb1-97014520603b,UA,Mobile,,360,616,uk,0,0,1,2,1
2-Buttony-Conversion-Buttons,db8bbe72-4ae9-4e80-aadc-23571c03046e,BD,Mobile,Google,360,472,en,0,0,1,2,1
2-Buttony-Conversion-Buttons,db8d6dff-8f56-4c5a-99d9-767320b94cab,HU,Tablet,Google,601,937,en,0,0,2,8,1
1-Control,db909772-2320-4bc8-bf98-958d4058827b,KR,Mobile,,360,615,en,0,0,1,3,1
1-Control,dbb227b6-1db6-4554-b45f-bd196b9073e8,PS,Mobile,,360,616,en,0,0,16,21,1
2-Buttony-Conversion-Buttons,dbb6c2f0-df3e-436f-854e-bb88e9b61ba7,IN,Mobile,Google,360,616,en,0,0,20,57,1
2-Buttony-Conversion-Buttons,dbb6df0e-c690-45ae-8f7c-8af94ed83095,ID,Mobile,Google,640,567,en,0,0,3,8,2
1-Control,dbba074b-b50c-4701-8fe6-b0a9771bb755,GB,Mobile,Google,320,529,fr,0,0,1,4,1
1-Control,dbcbe87e-a486-40c8-82e5-564101292104,GH,Mobile,,360,567,en,0,0,1,9,1
1-Control,dbccc49f-0caf-4d0a-bfce-f80f5e9e0ab9,SE,Mobile,Google,360,615,sv,0,0,37,38,1
1-Control,dbd839ba-10ea-4982-a452-34d423f5dd17,AE,Mobile,,360,615,en,0,0,1,3,1
1-Control,dbe9693b-bd0a-44bc-a024-ed1245af3ea6,ET,Mobile,,343,488,en,0,0,0,0,1
1-Control,dbf8974f-7ea0-4e7a-8b8d-fe779d62448f,IN,Mobile,Google,320,460,en,0,0,4,5,1
2-Buttony-Conversion-Buttons,dbf9ff97-9ef9-4ed0-af92-583cf1a6243a,VN,Mobile,Google,360,564,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,dbff9d4b-315e-48b9-abdc-baa5a950aedf,ME,Mobile,Google,360,616,en,0,0,1,2,1
1-Control,dc0345eb-3171-4cde-b9b3-c48e56f17ae4,TR,Mobile,Google,414,696,tr,0,0,18,10,1
1-Control,dc03fd66-2eb0-442d-8da8-54c97f3258bc,IN,Mobile,,375,647,en,0,0,6,8,1
2-Buttony-Conversion-Buttons,dc04f4dd-f2e1-4b6a-96b3-e56cb44fb6f4,PH,Mobile,Google,414,696,en,0,0,3,4,1
1-Control,dc060a84-d942-4348-bba0-f6a43e8e5f2e,IN,Mobile,Google,720,741,en,0,0,9,14,1
1-Control,dc1bbef9-ad6d-4001-83f7-e606b1a4fc31,ZM,Mobile,Google,360,567,en,0,0,4,7,1
1-Control,dc2320b0-250c-447e-87a3-527cd94632c7,US,Mobile,Google,375,608,en,0,0,3,5,1
1-Control,dc290232-7672-40e1-84da-bd83bdb70af3,PK,Mobile,Google,360,615,en,0,0,6,79,1
2-Buttony-Conversion-Buttons,dc294b06-9db9-49be-a82f-86e95a3b8fb5,IN,Mobile,Google,360,616,en,0,0,3,1,1
2-Buttony-Conversion-Buttons,dc31f32c-c93a-4d51-ab3c-4352f3909ad1,AE,Mobile,Google,320,456,en,1,1,5,17,1
1-Control,dc35d75e-9e9d-475c-8386-cb4f83befdfb,UA,Mobile,,360,616,en,0,0,90,165,5
2-Buttony-Conversion-Buttons,dc3a9be0-df1d-45cf-94f2-2623b2419451,CO,Mobile,Google,375,628,en,0,0,2,3,1
2-Buttony-Conversion-Buttons,dc3b49b1-e429-46fd-9398-3ab3a632247f,RO,Mobile,,360,512,en,0,0,1,2,1
1-Control,dc406c38-16b0-49fe-8237-9a6c6d4b10d7,ES,Mobile,Google,320,529,en,0,0,5,2,1
1-Control,dc411d5a-823d-4a94-bb53-1fbebe0a19fb,ES,Mobile,,414,696,ru,0,0,1,2,1
1-Control,dc5e7050-adf0-48d8-a952-8d54e0422f02,NG,Mobile,,360,615,en,0,0,12,19,2
1-Control,dc67549e-2ca9-4d29-a9e7-afb7852822d5,NG,Mobile,Google,320,439,en,0,0,54,56,1
2-Buttony-Conversion-Buttons,dc6e7550-6417-4158-8516-491f7d344972,BD,Mobile,Google,360,615,en,0,0,1,1,1
2-Buttony-Conversion-Buttons,dc725ca0-9b93-4f29-963a-35946703df3e,GH,Mobile,,360,615,en,0,0,0,0,1
1-Control,dc8b349a-156c-43c5-98c0-35ae47e8bc38,NG,Mobile,,300,392,en,0,0,0,0,1
1-Control,dc8d7977-613d-47a4-858d-06aebab57da5,LB,Mobile,Google,375,559,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,dc8f8629-b3a3-4af1-9f06-c0053fe6341f,FI,Mobile,Google,412,660,en,0,0,17,8,1
2-Buttony-Conversion-Buttons,dc9ae70a-0e71-4d49-841d-5e8a86381f21,LB,Tablet,,600,887,en,0,0,6,12,1
2-Buttony-Conversion-Buttons,dca06f1d-bad0-4977-8daf-3c05f869cf67,BA,Mobile,Google,360,616,hr,0,0,3,1,1
1-Control,dca6edd3-be8a-4e82-805b-0a6163843ecd,AL,Mobile,,360,615,en,0,0,10,12,1
2-Buttony-Conversion-Buttons,dcabe355-b5ea-45e2-b57c-75e92539151a,LB,Mobile,,375,559,en,0,0,1,1,1
1-Control,dcbf0134-b5f7-45ad-8124-ba033ab36e10,CN,Mobile,,375,628,zh,0,0,2,4,1
1-Control,dcc4631f-f616-41d1-a693-a2dd13591c0a,GB,Mobile,Google,320,460,en,0,0,0,0,1
1-Control,dcc8c70b-9d76-484d-8f62-b6187d96d95d,KE,Mobile,,291,306,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,dcc8e226-f365-4ebf-b5af-8d1c6c61eafb,VN,Mobile,Google,320,529,en,0,0,26,41,1
1-Control,dcd6f2b0-e5cb-43ed-88ea-901bc56596f0,US,Unknown,,412,732,en,0,0,0,0,1
1-Control,dcde28fc-ec43-418f-86b5-93977dfec0e0,AU,Mobile,,360,616,en,0,0,10,15,1
2-Buttony-Conversion-Buttons,dcdf4e9e-a9a8-4e35-b242-5397860435ee,GH,Mobile,Google,360,567,en,0,0,5,2,1
1-Control,dce83da7-c1e1-4240-98a6-7dacf09bba89,GB,Mobile,,360,567,en,0,0,1,2,1
2-Buttony-Conversion-Buttons,dceaad8b-6c86-4600-8ee8-c75bf21012b4,BW,Mobile,,320,508,en,0,0,1,1,1
1-Control,dcf83f5b-40f2-4d81-98b8-6f7de86a98b6,PK,Mobile,Google,320,533,en,0,0,9,20,3
2-Buttony-Conversion-Buttons,dcf849ba-ea53-425e-91ff-be648bd894a5,MA,Mobile,Google,375,628,en,0,0,1,3,1
1-Control,dd0890c2-f44a-4523-a39e-4821f41c49ac,NZ,Tablet,Google,768,894,en,0,0,37,83,1
2-Buttony-Conversion-Buttons,dd08f1df-227a-41f3-8f8f-9b9b6583b5dd,IT,Mobile,Google,360,567,it,0,0,1,1,1
2-Buttony-Conversion-Buttons,dd13a56b-5d96-4594-bde0-a1c27307e017,IN,Mobile,,320,489,en,0,0,1,7,2
1-Control,dd1871e3-5b80-4ff9-b9e3-49748d0a7e6c,IN,Mobile,Google,343,500,en,0,0,0,0,1
1-Control,dd19780f-3a38-4051-be60-c071807a3c32,ET,Mobile,Google,320,544,en,0,0,3,6,1
2-Buttony-Conversion-Buttons,dd197c71-91d2-419a-ba5a-4991fd6859c0,TH,Mobile,,360,577,en,0,0,1,6,1
1-Control,dd1a81e7-fd0c-4616-9b2d-a8702d949d5e,TZ,Mobile,Google,598,567,en,0,0,10,25,8
1-Control,dd2050ec-fa81-428d-b112-88a3b6ec1e63,IN,Mobile,,360,616,en,0,0,11,5,1
2-Buttony-Conversion-Buttons,dd2fc260-84b1-4801-84ad-51cfa81e9eba,  ,Mobile,Google,360,616,en,0,0,20,79,1
2-Buttony-Conversion-Buttons,dd3158c0-e23f-4f91-aeda-93caf6bf428a,MO,Mobile,Google,320,529,en,0,0,6,7,1
2-Buttony-Conversion-Buttons,dd386ffa-3db2-4898-ac10-d6a6ca8886d4,IT,Mobile,Google,360,615,it,0,0,6,3,1
2-Buttony-Conversion-Buttons,dd418a07-e640-4e64-97dd-5c8487dd7c22,TT,Mobile,Google,360,567,en,0,0,1,1,1
1-Control,dd45f532-5a0d-4a99-b16f-85133d9992cc,TT,Mobile,Google,360,616,en,0,0,1,8,1
2-Buttony-Conversion-Buttons,dd487676-d609-44b9-a50a-3d69fd8e605c,US,Mobile,Google,375,628,en,0,0,11,7,1
2-Buttony-Conversion-Buttons,dd4b0fdb-fe2c-4a50-a969-bdbce1e05dc7,NG,Mobile,,640,335,en,0,0,4,11,1
2-Buttony-Conversion-Buttons,dd5caeba-b233-4b46-a259-7982a5fe9dd5,KE,Mobile,,219,190,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,dd5f33c4-b46f-40dd-add5-89c27ce36b14,ZA,Mobile,Google,320,418,en,0,0,0,0,1
1-Control,dd61c315-e665-41bf-8721-59bc8aacde82,TR,Mobile,Google,320,441,tr,0,0,1,4,1
1-Control,dd6eb476-ec2a-4d5b-b5e6-ae48df8cbe32,ZW,Mobile,,360,615,en,0,0,31,60,1
2-Buttony-Conversion-Buttons,dd710c42-f3a0-446a-a53d-f45ca8cdc2da,PY,Mobile,Google,360,574,en,0,0,6,4,1
1-Control,dd74af7a-8fbb-444c-8c85-b65c707d157b,TR,Mobile,Google,414,628,tr,0,0,4,1,1
2-Buttony-Conversion-Buttons,dd74e39c-6cab-4ea4-a684-d16c1a5d9cea,IT,Tablet,Google,1280,775,it,0,0,10,2,1
1-Control,dd750e33-acf2-497e-924f-80e4a25ec560,NG,Mobile,,291,306,en,0,0,0,0,1
1-Control,dd76c7fb-774b-49eb-98fc-81207711d1fb,GB,Mobile,Google,480,331,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,dd7a7362-8bb8-4384-91c7-d260df0ff8f1,PY,Mobile,,320,529,en,0,0,5,6,1
2-Buttony-Conversion-Buttons,dd8b85a6-cce1-4bfb-b532-7bf1d1d3cbca,TR,Mobile,,360,570,tr,0,0,10,6,1
2-Buttony-Conversion-Buttons,dd8ea6f0-b3cb-40cb-bd60-7ffbf53b5bef,IL,Mobile,Google,412,708,en,0,0,3,3,1
1-Control,dd91dc7d-e088-4525-ac98-05421132e6f4,KE,Mobile,,320,455,en,0,0,3,4,1
2-Buttony-Conversion-Buttons,dd95f858-afe6-4927-aa19-abc28ed7cff5,IT,Mobile,Google,360,559,it,0,0,0,0,1
2-Buttony-Conversion-Buttons,dd97c84c-768d-43ff-8db2-7e07772347c4,NG,Mobile,Google,300,437,en,0,0,0,0,1
2-Buttony-Conversion-Buttons,dda00675-1bb7-466e-9e33-9afb49823128,IN,Mobile,,360,615,en,0,0,5,9,1
2-Buttony-Conversion-Buttons,ddaa0ea7-a6ec-404c-97d7-94eee3ba10d4,ZW,Mobile,Google,320,6247,en,0,0,2,4,1
1-Control,ddb2540f-cfbb-487d-acfc-277a0ed352d3,GH,Mobile,,343,564,en,0,0,0,0,1
1-Control,ddb7309a-0bd4-4bd9-a15a-63c6533709d3,NG,Mobile,,360,537,en,0,0,2,7,1
1-Control,ddc7e50e-9eac-4c1d-a30b-9c01c5e18a08,IN,Mobile,Google,320,485,en,0,0,0,0,1
1-Control,ddc9391b-08b6-460f-a37c-261bd58ea3d9,GB,Tablet,,1280,776,en,0,0,42,43,1
1-Control,ddcfb6e3-b5bf-4351-b06e-446af316d73d,NG,Mobile,,343,488,en,0,0,3,1,1
1-Control,dddc21af-e4d8-41aa-a618-29f82cdc00f6,AU,Mobile,Google,320,529,en,0,0,5,12,1
2-Buttony-Conversion-Buttons,dde49527-ff60-4fe9-9349-145f234b5afc,US,Mobile,Google,375,628,en,0,0,4,2,1
2-Buttony-Conversion-Buttons,dded9a7c-a501-4b75-b6bb-21371152ba76,GB,Mobile,Google,360,615,en,0,0,1,5,1
2-Buttony-Conversion-Buttons,ddf1e256-9561-4dbe-8319-d885eda60536,RW,Mobile,Google,320,456,en,0,0,0,0,1
